Id;SalePrice
1461;122962.0
1462;148320.0
1463;185242.0
1464;189041.0
1465;170583.0
1466;167771.0
1467;162522.0
1468;152171.0
1469;170209.0
1470;118823.0
1471;196596.0
1472;58525.0
1473;72682.0
1474;123711.0
1475;97118.0
1476;307558.0
1477;217365.0
1478;247186.0
1479;249829.0
1480;524596.0
1481;294539.0
1482;164788.0
1483;163042.0
1484;149067.0
1485;166161.0
1486;181019.0
1487;354043.0
1488;220239.0
1489;174379.0
1490;236864.0
1491;191378.0
1492;95425.0
1493;182230.0
1494;238664.0
1495;270115.0
1496;238176.0
1497;166090.0
1498;143892.0
1499;140959.0
1500;139652.0
1501;144380.0
1502;142864.0
1503;288169.0
1504;200684.0
1505;204782.0
1506;189089.0
1507;269440.0
1508;190023.0
1509;145348.0
1510;135717.0
1511;152270.0
1512;185497.0
1513;135802.0
1514;177623.0
1515;169663.0
1516;137985.0
1517;147943.0
1518;125678.0
1519;200723.0
1520;121649.0
1521;140800.0
1522;163813.0
1523;100660.0
1524;111166.0
1525;113599.0
1526;93344.0
1527;89147.0
1528;115212.0
1529;141494.0
1530;164942.0
1531;92224.0
1532;95138.0
1533;156967.0
1534;105170.0
1535;157723.0
1536;92640.0
1537;81812.0
1538;122986.0
1539;177523.0
1540;122459.0
1541;154393.0
1542;138674.0
1543;151244.0
1544;56483.0
1545;80636.0
1546;105286.0
1547;100560.0
1548;102026.0
1549;101642.0
1550;111196.0
1551;120593.0
1552;133391.0
1553;168046.0
1554;100193.0
1555;156835.0
1556;118398.0
1557;118016.0
1558;101364.0
1559;100406.0
1560;115545.0
1561;146864.0
1562;119968.0
1563;113339.0
1564;189934.0
1565;157780.0
1566;230088.0
1567;84815.0
1568;247548.0
1569;131030.0
1570;127827.0
1571;102685.0
1572;141041.0
1573;237552.0
1574;137788.0
1575;254974.0
1576;251591.0
1577;155029.0
1578;131003.0
1579;135692.0
1580;183096.0
1581;141682.0
1582;102283.0
1583;328002.0
1584;201812.0
1585;133520.0
1586;63236.0
1587;92392.0
1588;149237.0
1589;118827.0
1590;110027.0
1591;90846.0
1592;115064.0
1593;102562.0
1594;142146.0
1595;139371.0
1596;195204.0
1597;185647.0
1598;182827.0
1599;156970.0
1600;145430.0
1601;56075.0
1602;127380.0
1603;93457.0
1604;240209.0
1605;223839.0
1606;140975.0
1607;199757.0
1608;187871.0
1609;164866.0
1610;145776.0
1611;122971.0
1612;180361.0
1613;167747.0
1614;126326.0
1615;76265.0
1616;78654.0
1617;78264.0
1618;106172.0
1619;125352.0
1620;161336.0
1621;141680.0
1622;145828.0
1623;240547.0
1624;222643.0
1625;117352.0
1626;146633.0
1627;188396.0
1628;255131.0
1629;138309.0
1630;365694.0
1631;171147.0
1632;191027.0
1633;152282.0
1634;165348.0
1635;167955.0
1636;132229.0
1637;223782.0
1638;180234.0
1639;159844.0
1640;219163.0
1641;161304.0
1642;201195.0
1643;195127.0
1644;193642.0
1645;229264.0
1646;149104.0
1647;151345.0
1648;116000.0
1649;129368.0
1650;97822.0
1651;111729.0
1652;65994.0
1653;63214.0
1654;118202.0
1655;129340.0
1656;124603.0
1657;115937.0
1658;127400.0
1659;91722.0
1660;141330.0
1661;417316.0
1662;342765.0
1663;354777.0
1664;521801.0
1665;257946.0
1666;341413.0
1667;324453.0
1668;284786.0
1669;245706.0
1670;305718.0
1671;272449.0
1672;483255.0
1673;266622.0
1674;211678.0
1675;180542.0
1676;194976.0
1677;174371.0
1678;529566.0
1679;386310.0
1680;254767.0
1681;184358.0
1682;283341.0
1683;165843.0
1684;173379.0
1685;172722.0
1686;151963.0
1687;161792.0
1688;166923.0
1689;183101.0
1690;181000.0
1691;169965.0
1692;230799.0
1693;164190.0
1694;173698.0
1695;136335.0
1696;267787.0
1697;141047.0
1698;330934.0
1699;265663.0
1700;200833.0
1701;249740.0
1702;242258.0
1703;209913.0
1704;271291.0
1705;200054.0
1706;475571.0
1707;182858.0
1708;176837.0
1709;247941.0
1710;179322.0
1711;228288.0
1712;206443.0
1713;267716.0
1714;208111.0
1715;191393.0
1716;158167.0
1717;142537.0
1718;122141.0
1719;191476.0
1720;216340.0
1721;151702.0
1722;135522.0
1723;152658.0
1724;183049.0
1725;230423.0
1726;172184.0
1727;136800.0
1728;177029.0
1729;149570.0
1730;152208.0
1731;127589.0
1732;130521.0
1733;115770.0
1734;121675.0
1735;128704.0
1736;100785.0
1737;398353.0
1738;197179.0
1739;243167.0
1740;201791.0
1741;189878.0
1742;146161.0
1743;147998.0
1744;324603.0
1745;182070.0
1746;169959.0
1747;193218.0
1748;208647.0
1749;142508.0
1750;124458.0
1751;229198.0
1752;99207.0
1753;137593.0
1754;186891.0
1755;166779.0
1756;138354.0
1757;102924.0
1758;137601.0
1759;148716.0
1760;151638.0
1761;143195.0
1762;157290.0
1763;156768.0
1764;116417.0
1765;175179.0
1766;208641.0
1767;260382.0
1768;122229.0
1769;156135.0
1770;125854.0
1771;109377.0
1772;128817.0
1773;131083.0
1774;148822.0
1775;116875.0
1776;110686.0
1777;92516.0
1778;126459.0
1779;115343.0
1780;166767.0
1781;118154.0
1782;71086.0
1783;142779.0
1784;91629.0
1785;121092.0
1786;107250.0
1787;133931.0
1788;56261.0
1789;97558.0
1790;70388.0
1791;211831.0
1792;145756.0
1793;143393.0
1794;123508.0
1795;119174.0
1796;110313.0
1797;139012.0
1798;92893.0
1799;78779.0
1800;102705.0
1801;112151.0
1802;85720.0
1803;119685.0
1804;135663.0
1805;114731.0
1806;101581.0
1807;147530.0
1808;107536.0
1809;131211.0
1810;116006.0
1811;93557.0
1812;120928.0
1813;97703.0
1814;69972.0
1815;48650.0
1816;84206.0
1817;122402.0
1818;140558.0
1819;116829.0
1820;62661.0
1821;82048.0
1822;141513.0
1823;56536.0
1824;82678.0
1825;88921.0
1826;72999.0
1827;67941.0
1828;111352.0
1829;114244.0
1830;123740.0
1831;125577.0
1832;104432.0
1833;121521.0
1834;111201.0
1835;85313.0
1836;101097.0
1837;95299.0
1838;124101.0
1839;74998.0
1840;142836.0
1841;137602.0
1842;83606.0
1843;124205.0
1844;108109.0
1845;137150.0
1846;152668.0
1847;138898.0
1848;83955.0
1849;116517.0
1850;105453.0
1851;145562.0
1852;93790.0
1853;115866.0
1854;153623.0
1855;129033.0
1856;195455.0
1857;179475.0
1858;132165.0
1859;85741.0
1860;155294.0
1861;85178.0
1862;297648.0
1863;255595.0
1864;255868.0
1865;292511.0
1866;285346.0
1867;201950.0
1868;287468.0
1869;191325.0
1870;198126.0
1871;216615.0
1872;175555.0
1873;231241.0
1874;140530.0
1875;184224.0
1876;177558.0
1877;207408.0
1878;188842.0
1879;114221.0
1880;106630.0
1881;290864.0
1882;228995.0
1883;169258.0
1884;190024.0
1885;222255.0
1886;271835.0
1887;195554.0
1888;276518.0
1889;161756.0
1890;116606.0
1891;113827.0
1892;71126.0
1893;138038.0
1894;113527.0
1895;135438.0
1896;119771.0
1897;104089.0
1898;83449.0
1899;109994.0
1900;108166.0
1901;157938.0
1902;151324.0
1903;159429.0
1904;131545.0
1905;164272.0
1906;146872.0
1907;200670.0
1908;70222.0
1909;107361.0
1910;96543.0
1911;161249.0
1912;239071.0
1913;119786.0
1914;71363.0
1915;273339.0
1916;100548.0
1917;210790.0
1918;136038.0
1919;153495.0
1920;147103.0
1921;398694.0
1922;298545.0
1923;192758.0
1924;212087.0
1925;185885.0
1926;383076.0
1927;123753.0
1928;150884.0
1929;107093.0
1930;107432.0
1931;118976.0
1932;131004.0
1933;182887.0
1934;175619.0
1935;146490.0
1936;185389.0
1937;165912.0
1938;151204.0
1939;205134.0
1940;158827.0
1941;164885.0
1942;173898.0
1943;156906.0
1944;285705.0
1945;329126.0
1946;73356.0
1947;228955.0
1948;107267.0
1949;229602.0
1950;153442.0
1951;281200.0
1952;204379.0
1953;164148.0
1954;147663.0
1955;129235.0
1956;398320.0
1957;133103.0
1958;292253.0
1959;131355.0
1960;104738.0
1961;98959.0
1962;63237.0
1963;66526.0
1964;76604.0
1965;126276.0
1966;125704.0
1967;261386.0
1968;413178.0
1969;357316.0
1970;409024.0
1971;436825.0
1972;353196.0
1973;208372.0
1974;272001.0
1975;533756.0
1976;248240.0
1977;384353.0
1978;330024.0
1979;241999.0
1980;157549.0
1981;297140.0
1982;177664.0
1983;151727.0
1984;146236.0
1985;204059.0
1986;198576.0
1987;154482.0
1988;161008.0
1989;167488.0
1990;175392.0
1991;175249.0
1992;179032.0
1993;151664.0
1994;234204.0
1995;160198.0
1996;201763.0
1997;250887.0
1998;364556.0
1999;236905.0
2000;277874.0
2001;213397.0
2002;218961.0
2003;215326.0
2004;234754.0
2005;193396.0
2006;170516.0
2007;213805.0
2008;172827.0
2009;182399.0
2010;187050.0
2011;137066.0
2012;149953.0
2013;173944.0
2014;174945.0
2015;171785.0
2016;180913.0
2017;166674.0
2018;122086.0
2019;121328.0
2020;89417.0
2021;73798.0
2022;162818.0
2023;144571.0
2024;222846.0
2025;296524.0
2026;154363.0
2027;131008.0
2028;129289.0
2029;130777.0
2030;224809.0
2031;207603.0
2032;227307.0
2033;226552.0
2034;143664.0
2035;190173.0
2036;155333.0
2037;158843.0
2038;225760.0
2039;184691.0
2040;378363.0
2041;223819.0
2042;168581.0
2043;167999.0
2044;178495.0
2045;178159.0
2046;132695.0
2047;146516.0
2048;121051.0
2049;128976.0
2050;164353.0
2051;93999.0
2052;111378.0
2053;143616.0
2054;62268.0
2055;137782.0
2056;114724.0
2057;112720.0
2058;204463.0
2059;120878.0
2060;162732.0
2061;180176.0
2062;127305.0
2063;105107.0
2064;119000.0
2065;106661.0
2066;130074.0
2067;109144.0
2068;148529.0
2069;82303.0
2070;77504.0
2071;61908.0
2072;156215.0
2073;121928.0
2074;173909.0
2075;122082.0
2076;92971.0
2077;135991.0
2078;99667.0
2079;120918.0
2080;64950.0
2081;108649.0
2082;109898.0
2083;116094.0
2084;69724.0
2085;100899.0
2086;86048.0
2087;111497.0
2088;90765.0
2089;48934.0
2090;96682.0
2091;105819.0
2092;100119.0
2093;115918.0
2094;77654.0
2095;122822.0
2096;41688.0
2097;75527.0
2098;144769.0
2099;31786.0
2100;90505.0
2101;92004.0
2102;102512.0
2103;90052.0
2104;113343.0
2105;102752.0
2106;84359.0
2107;179420.0
2108;105996.0
2109;81637.0
2110;97470.0
2111;102816.0
2112;98550.0
2113;97702.0
2114;74722.0
2115;132557.0
2116;82287.0
2117;120374.0
2118;96175.0
2119;67882.0
2120;76670.0
2121;89926.0
2122;81029.0
2123;56937.0
2124;115297.0
2125;115598.0
2126;127708.0
2127;138546.0
2128;101763.0
2129;69898.0
2130;115477.0
2131;89539.0
2132;104238.0
2133;83596.0
2134;84269.0
2135;83756.0
2136;92307.0
2137;94619.0
2138;123288.0
2139;126417.0
2140;134525.0
2141;119776.0
2142;113065.0
2143;133001.0
2144;141697.0
2145;131766.0
2146;137138.0
2147;129567.0
2148;120021.0
2149;154681.0
2150;165795.0
2151;71408.0
2152;179701.0
2153;173389.0
2154;117055.0
2155;109532.0
2156;259463.0
2157;228426.0
2158;211351.0
2159;186448.0
2160;164552.0
2161;207965.0
2162;489302.0
2163;303066.0
2164;209678.0
2165;176389.0
2166;133944.0
2167;209611.0
2168;194597.0
2169;178689.0
2170;187952.0
2171;144070.0
2172;109713.0
2173;148639.0
2174;198362.0
2175;252454.0
2176;306038.0
2177;214758.0
2178;189655.0
2179;120456.0
2180;256628.0
2181;155611.0
2182;189120.0
2183;163554.0
2184;110180.0
2185;109692.0
2186;121133.0
2187;131780.0
2188;128080.0
2189;176660.0
2190;45082.0
2191;58562.0
2192;73740.0
2193;114437.0
2194;86583.0
2195;114873.0
2196;80513.0
2197;83158.0
2198;115640.0
2199;141355.0
2200;131809.0
2201;121443.0
2202;136977.0
2203;122389.0
2204;156085.0
2205;94784.0
2206;127720.0
2207;142422.0
2208;195032.0
2209;170405.0
2210;75279.0
2211;73797.0
2212;78161.0
2213;87287.0
2214;123723.0
2215;58820.0
2216;142278.0
2217;85721.0
2218;78925.0
2219;53379.0
2220;103933.0
2221;273060.0
2222;247060.0
2223;279801.0
2224;190598.0
2225;132502.0
2226;209521.0
2227;179963.0
2228;237459.0
2229;222839.0
2230;134216.0
2231;194459.0
2232;169266.0
2233;180682.0
2234;213438.0
2235;224233.0
2236;250785.0
2237;378517.0
2238;199339.0
2239;110821.0
2240;153236.0
2241;161245.0
2242;118548.0
2243;90868.0
2244;84327.0
2245;90509.0
2246;127751.0
2247;79102.0
2248;98260.0
2249;95868.0
2250;108292.0
2251;146982.0
2252;151865.0
2253;129857.0
2254;146372.0
2255;168709.0
2256;149078.0
2257;169702.0
2258;126168.0
2259;136458.0
2260;138214.0
2261;141298.0
2262;176377.0
2263;305471.0
2264;252637.0
2265;137012.0
2266;210258.0
2267;406730.0
2268;328003.0
2269;131446.0
2270;168822.0
2271;210333.0
2272;173807.0
2273;141432.0
2274;162258.0
2275;172809.0
2276;163666.0
2277;155547.0
2278;112657.0
2279;117139.0
2280;109174.0
2281;156466.0
2282;170392.0
2283;60278.0
2284;87594.0
2285;112381.0
2286;92050.0
2287;291583.0
2288;228042.0
2289;374586.0
2290;424220.0
2291;270408.0
2292;399226.0
2293;473350.0
2294;334372.0
2295;499880.0
2296;248495.0
2297;250284.0
2298;282672.0
2299;345698.0
2300;324552.0
2301;239921.0
2302;245849.0
2303;186757.0
2304;202819.0
2305;187791.0
2306;191569.0
2307;173084.0
2308;177938.0
2309;204348.0
2310;148227.0
2311;185054.0
2312;169661.0
2313;162331.0
2314;166696.0
2315;156114.0
2316;165955.0
2317;180846.0
2318;157715.0
2319;144187.0
2320;138545.0
2321;203028.0
2322;156047.0
2323;157281.0
2324;155239.0
2325;183631.0
2326;154253.0
2327;165681.0
2328;183967.0
2329;171814.0
2330;161702.0
2331;367402.0
2332;312431.0
2333;291690.0
2334;211929.0
2335;230251.0
2336;302429.0
2337;162074.0
2338;248463.0
2339;169615.0
2340;406261.0
2341;173303.0
2342;187765.0
2343;196226.0
2344;185165.0
2345;189839.0
2346;160705.0
2347;159418.0
2348;192728.0
2349;167868.0
2350;262901.0
2351;200461.0
2352;218416.0
2353;239514.0
2354;106319.0
2355;114097.0
2356;149045.0
2357;163944.0
2358;187649.0
2359;112625.0
2360;78684.0
2361;120898.0
2362;294428.0
2363;137892.0
2364;151720.0
2365;197483.0
2366;151173.0
2367;179901.0
2368;190183.0
2369;174666.0
2370;126783.0
2371;137065.0
2372;152974.0
2373;213853.0
2374;284472.0
2375;205591.0
2376;336202.0
2377;375358.0
2378;125440.0
2379;174972.0
2380;146770.0
2381;169716.0
2382;160678.0
2383;166793.0
2384;200472.0
2385;139136.0
2386;117580.0
2387;100583.0
2388;93155.0
2389;101954.0
2390;119245.0
2391;135068.0
2392;75066.0
2393;134938.0
2394;111242.0
2395;173460.0
2396;125832.0
2397;246175.0
2398;109888.0
2399;65064.0
2400;25980.0
2401;81442.0
2402;124722.0
2403;114882.0
2404;134129.0
2405;138636.0
2406;131338.0
2407;120041.0
2408;124601.0
2409;93825.0
2410;149302.0
2411;99152.0
2412;143753.0
2413;109083.0
2414;121610.0
2415;100415.0
2416;105127.0
2417;110745.0
2418;97871.0
2419;110782.0
2420;102839.0
2421;169003.0
2422;83862.0
2423;130161.0
2424;131838.0
2425;294256.0
2426;147359.0
2427;139486.0
2428;139850.0
2429;88653.0
2430;118039.0
2431;96320.0
2432;113550.0
2433;115375.0
2434;117517.0
2435;145604.0
2436;78439.0
2437;77850.0
2438;96259.0
2439;72359.0
2440;85254.0
2441;97358.0
2442;70651.0
2443;83890.0
2444;113426.0
2445;66728.0
2446;119388.0
2447;161808.0
2448;112050.0
2449;84934.0
2450;115389.0
2451;105172.0
2452;165889.0
2453;84584.0
2454;122634.0
2455;77441.0
2456;120186.0
2457;88295.0
2458;103056.0
2459;60966.0
2460;97535.0
2461;75585.0
2462;86511.0
2463;84843.0
2464;144173.0
2465;114774.0
2466;85425.0
2467;117580.0
2468;35133.0
2469;47830.0
2470;166611.0
2471;172377.0
2472;156659.0
2473;87716.0
2474;87635.0
2475;186440.0
2476;71282.0
2477;105742.0
2478;148297.0
2479;99226.0
2480;120846.0
2481;122493.0
2482;95901.0
2483;93850.0
2484;96050.0
2485;104126.0
2486;136493.0
2487;202852.0
2488;116158.0
2489;134828.0
2490;131296.0
2491;89910.0
2492;175680.0
2493;124218.0
2494;139536.0
2495;89796.0
2496;192656.0
2497;149333.0
2498;78297.0
2499;81682.0
2500;106783.0
2501;125132.0
2502;145287.0
2503;76719.0
2504;176410.0
2505;181545.0
2506;209003.0
2507;258379.0
2508;215013.0
2509;192622.0
2510;165278.0
2511;139095.0
2512;171638.0
2513;187847.0
2514;196068.0
2515;124453.0
2516;158832.0
2517;112376.0
2518;135537.0
2519;194385.0
2520;185229.0
2521;164107.0
2522;182576.0
2523;115074.0
2524;104301.0
2525;114002.0
2526;119083.0
2527;108409.0
2528;99863.0
2529;108216.0
2530;81524.0
2531;253062.0
2532;187907.0
2533;153156.0
2534;182404.0
2535;293845.0
2536;207340.0
2537;187710.0
2538;149446.0
2539;161896.0
2540;140068.0
2541;139048.0
2542;149481.0
2543;114293.0
2544;103927.0
2545;118311.0
2546;107479.0
2547;98823.0
2548;148272.0
2549;132476.0
2550;376939.0
2551;107633.0
2552;113092.0
2553;52234.0
2554;64298.0
2555;83974.0
2556;77089.0
2557;86616.0
2558;154530.0
2559;95111.0
2560;81283.0
2561;76230.0
2562;70971.0
2563;82757.0
2564;108353.0
2565;127866.0
2566;105488.0
2567;101775.0
2568;159637.0
2569;175451.0
2570;78403.0
2571;166292.0
2572;124605.0
2573;228464.0
2574;188291.0
2575;104928.0
2576;115098.0
2577;139773.0
2578;48798.0
2579;66489.0
2580;98658.0
2581;121474.0
2582;105163.0
2583;237230.0
2584;163564.0
2585;171000.0
2586;231736.0
2587;179431.0
2588;109162.0
2589;128088.0
2590;196160.0
2591;192535.0
2592;176419.0
2593;202349.0
2594;138682.0
2595;162724.0
2596;314851.0
2597;166393.0
2598;239510.0
2599;283982.0
2600;175258.0
2601;133603.0
2602;61315.0
2603;72661.0
2604;71095.0
2605;72039.0
2606;137197.0
2607;196860.0
2608;202271.0
2609;163196.0
2610;86093.0
2611;140944.0
2612;151586.0
2613;112574.0
2614;99840.0
2615;149368.0
2616;130484.0
2617;241778.0
2618;203164.0
2619;179552.0
2620;152954.0
2621;158838.0
2622;149216.0
2623;206333.0
2624;278579.0
2625;253634.0
2626;137695.0
2627;115168.0
2628;386946.0
2629;413908.0
2630;259279.0
2631;409794.0
2632;329854.0
2633;226837.0
2634;370043.0
2635;138522.0
2636;143625.0
2637;157184.0
2638;222173.0
2639;144313.0
2640;117183.0
2641;72593.0
2642;170085.0
2643;55960.0
2644;101222.0
2645;68708.0
2646;48614.0
2647;55247.0
2648;133024.0
2649;98128.0
2650;95672.0
2651;114917.0
2652;373681.0
2653;214097.0
2654;216887.0
2655;411802.0
2656;254140.0
2657;279203.0
2658;243408.0
2659;220937.0
2660;290743.0
2661;326046.0
2662;342937.0
2663;251006.0
2664;192082.0
2665;267799.0
2666;192259.0
2667;154001.0
2668;154833.0
2669;161519.0
2670;227730.0
2671;151264.0
2672;161334.0
2673;183868.0
2674;178274.0
2675;133369.0
2676;164243.0
2677;178497.0
2678;203145.0
2679;223575.0
2680;215428.0
2681;343635.0
2682;251563.0
2683;387435.0
2684;251328.0
2685;236554.0
2686;213131.0
2687;312776.0
2688;167217.0
2689;150951.0
2690;431987.0
2691;162903.0
2692;109694.0
2693;171842.0
2694;133392.0
2695;152120.0
2696;148396.0
2697;164286.0
2698;186337.0
2699;154580.0
2700;119182.0
2701;149683.0
2702;104035.0
2703;101941.0
2704;116507.0
2705;101626.0
2706;82988.0
2707;98026.0
2708;114717.0
2709;88939.0
2710;104500.0
2711;365066.0
2712;330092.0
2713;142986.0
2714;109893.0
2715;127887.0
2716;115445.0
2717;150361.0
2718;172652.0
2719;142758.0
2720;145946.0
2721;118700.0
2722;149082.0
2723;118361.0
2724;103314.0
2725;111883.0
2726;132419.0
2727;137705.0
2728;153971.0
2729;127978.0
2730;129279.0
2731;103826.0
2732;95273.0
2733;132837.0
2734;128810.0
2735;129848.0
2736;110498.0
2737;93269.0
2738;101904.0
2739;144217.0
2740;96055.0
2741;122091.0
2742;120042.0
2743;139375.0
2744;153387.0
2745;117547.0
2746;120735.0
2747;90093.0
2748;81831.0
2749;132568.0
2750;121473.0
2751;132006.0
2752;156749.0
2753;154471.0
2754;328155.0
2755;98914.0
2756;86093.0
2757;89446.0
2758;68153.0
2759;113330.0
2760;117972.0
2761;105411.0
2762;123864.0
2763;161501.0
2764;132295.0
2765;214449.0
2766;130377.0
2767;67007.0
2768;81110.0
2769;106225.0
2770;112017.0
2771;82067.0
2772;91417.0
2773;136172.0
2774;101193.0
2775;95279.0
2776;116460.0
2777;105805.0
2778;54663.0
2779;96942.0
2780;67537.0
2781;42302.0
2782;72959.0
2783;80052.0
2784;79506.0
2785;95330.0
2786;45868.0
2787;98064.0
2788;52480.0
2789;123903.0
2790;70515.0
2791;115580.0
2792;65566.0
2793;118471.0
2794;65366.0
2795;66042.0
2796;68715.0
2797;158077.0
2798;92988.0
2799;83349.0
2800;65515.0
2801;65488.0
2802;102660.0
2803;142240.0
2804;111102.0
2805;68132.0
2806;53875.0
2807;123538.0
2808;130673.0
2809;103686.0
2810;110774.0
2811;133634.0
2812;129009.0
2813;149965.0
2814;151902.0
2815;94604.0
2816;202595.0
2817;154144.0
2818;119272.0
2819;99294.0
2820;128713.0
2821;76926.0
2822;179389.0
2823;385810.0
2824;200527.0
2825;133261.0
2826;101572.0
2827;106873.0
2828;224387.0
2829;179369.0
2830;189695.0
2831;152273.0
2832;252599.0
2833;249392.0
2834;178375.0
2835;169375.0
2836;161331.0
2837;147373.0
2838;127883.0
2839;160870.0
2840;168243.0
2841;170454.0
2842;208934.0
2843;117166.0
2844;127363.0
2845;84223.0
2846;173137.0
2847;167894.0
2848;172243.0
2849;156985.0
2850;236539.0
2851;204933.0
2852;197045.0
2853;198253.0
2854;121389.0
2855;172756.0
2856;163256.0
2857;155176.0
2858;168432.0
2859;105478.0
2860;99686.0
2861;127851.0
2862;147626.0
2863;116877.0
2864;209371.0
2865;96799.0
2866;122876.0
2867;72520.0
2868;65427.0
2869;76273.0
2870;133090.0
2871;42106.0
2872;24488.0
2873;75514.0
2874;134858.0
2875;91158.0
2876;108643.0
2877;97817.0
2878;98584.0
2879;131423.0
2880;76237.0
2881;134808.0
2882;143942.0
2883;126708.0
2884;155089.0
2885;144702.0
2886;223496.0
2887;58960.0
2888;101196.0
2889;43427.0
2890;46015.0
2891;102613.0
2892;71147.0
2893;58766.0
2894;69183.0
2895;263093.0
2896;247362.0
2897;193769.0
2898;119451.0
2899;156730.0
2900;118997.0
2901;138154.0
2902;201437.0
2903;297443.0
2904;318587.0
2905;107317.0
2906;187689.0
2907;59039.0
2908;113785.0
2909;151298.0
2910;57377.0
2911;55529.0
2912;135579.0
2913;52917.0
2914;43007.0
2915;52173.0
2916;51075.0
2917;181526.0
2918;92781.0
2919;190518.0
